Row,ProductID,TransactionDate,User,Price,Units,Discount,DepartureDate
201,4,1719230773000,103,195.99,5,0.87,1722035982000
202,9,1718037904000,256,250.73,8,0.24,1719590107000
203,10,1715895048000,265,195.04,8,0.24,1717283868000
204,9,1716323196000,154,177.16,8,0.97,1720255464000
205,5,1715475462000,293,212.43,7,0.26,1721279896000
206,7,1720166102000,78,223.18,10,0.18,1718595297000
207,4,1717520890000,141,68.92,5,0.36,1721092653000
208,4,1720729351000,195,100.77,5,0.58,1719284776000
209,4,1716718064000,246,149.61,1,0.66,1721379926000
210,7,1716960669000,155,263.12,8,0.73,1720127215000
211,9,1716536735000,5,155.52,3,0.77,1720727629000
212,10,1716163885000,83,165.78,6,0.48,1718644125000
213,2,1719670886000,105,143.26,10,0.82,1721521666000
214,4,1722244634000,32,139.32,2,0.57,1720270822000
215,7,1718185132000,136,70.04,2,0.09,1718020376000
216,3,1719261426000,188,12.25,9,0.82,1720643072000
217,8,1721263647000,44,17.56,4,0.6,1718819965000
218,3,1719976488000,103,217.84,10,0.06,1719056437000
219,6,1715905270000,294,226.22,1,0.65,1718394649000
220,1,1718508075000,122,173.84,8,0.51,1722257713000
221,10,1715482849000,2,209.01,9,0.21,1721894751000
222,1,1719164903000,3,48.52,5,0.71,1719829518000
223,7,1718745286000,210,277.55,4,0.31,1719644218000
224,5,1715558191000,132,288.47,6,0.62,1718204757000
225,3,1721635207000,51,163.56,9,0.16,1717936567000
226,8,1718045661000,161,11.23,10,0.26,1721993470000
227,10,1714754526000,129,269.16,9,0.27,1719938588000
228,8,1717375285000,213,96.51,8,0.03,1721672687000
229,7,1717486520000,268,156.0,10,0.04,1718769167000
230,7,1716360030000,184,269.77,2,0.42,1720615256000
231,6,1719269312000,166,155.56,5,0.25,1721848713000
232,5,1714579845000,141,88.31,3,0.0,1718222903000
233,4,1721704065000,160,207.42,2,0.47,1721791215000
234,3,1714893163000,271,25.09,1,0.7,1722364181000
235,6,1719793081000,292,34.48,4,0.28,1717717592000
236,3,1714813718000,68,227.96,4,0.52,1722270999000
237,3,1717925763000,190,148.05,9,0.35,1719459314000
238,6,1716509071000,270,138.87,9,0.78,1720422328000
239,3,1716578197000,105,194.46,6,0.67,1719385301000
240,9,1715805551000,240,150.68,2,0.21,1721183683000
241,1,1717471199000,18,238.76,2,0.76,1719978307000
242,5,1720523933000,237,177.41,10,0.44,1722025401000
243,1,1718274189000,251,144.24,8,0.63,1722302488000
244,2,1716196376000,252,63.22,1,0.71,1719899312000
245,8,1716002120000,208,131.14,4,0.6,1719465814000
246,10,1715555553000,201,110.89,5,0.82,1717394894000
247,6,1720069532000,188,211.33,1,0.97,1722013604000
248,10,1715203166000,31,172.02,1,0.36,1721709745000
249,2,1717712199000,272,133.76,10,0.61,1718949821000
250,9,1717599599000,201,10.88,2,0.51,1720197600000
251,8,1716717501000,132,269.95,6,0.98,1719881697000
252,4,1714949712000,204,179.32,1,0.69,1718876683000
253,10,1719448042000,152,12.62,4,0.12,1718712672000
254,5,1719638669000,103,143.49,2,0.58,1720568110000
255,5,1717757449000,284,287.17,10,0.42,1722275407000
256,7,1718231620000,140,214.26,10,0.7,1719878287000
257,3,1718860884000,96,15.55,4,0.58,1719348181000
258,2,1718717005000,36,188.98,3,0.01,1721754952000
259,1,1717565796000,231,284.17,8,1.0,1717247621000
260,10,1715105415000,294,23.69,5,0.27,1718810843000
261,6,1721949408000,255,30.03,4,0.33,1717598351000
262,2,1721544434000,221,203.96,2,0.28,1720085806000
263,8,1717448588000,268,15.84,6,0.2,1721093777000
264,4,1716102175000,252,70.22,2,0.52,1720375874000
265,2,1716545168000,132,267.27,9,0.22,1718340445000
266,8,1722256549000,266,198.65,5,0.69,1719207348000
267,9,1717861285000,112,223.33,4,0.95,1720433830000
268,7,1717641471000,225,275.14,9,0.82,1721654080000
269,8,1717838567000,173,272.86,3,0.93,1719964335000
270,4,1719668904000,160,49.73,6,0.23,1719178509000
271,6,1721923689000,292,270.44,2,0.53,1718493044000
272,10,1717287830000,273,294.95,3,0.17,1722078343000
273,5,1720713802000,242,108.39,2,0.99,1720306551000
274,8,1719029851000,79,251.29,6,0.35,1720580287000
275,4,1718465642000,199,54.34,6,0.69,1721994435000
276,2,1720043204000,84,110.37,4,0.68,1719604061000
277,10,1715988138000,33,38.01,2,0.18,1719206847000
278,4,1718124714000,122,129.71,3,0.74,1720485026000
279,2,1714804872000,84,61.98,1,0.53,1721084130000
280,4,1717687409000,204,103.09,7,0.17,1719235078000
281,6,1719345789000,230,43.59,9,0.35,1719202592000
282,3,1715690484000,80,198.51,2,0.21,1720032939000
283,5,1717205857000,278,215.09,8,0.95,1717781098000
284,1,1722110951000,254,71.04,9,0.28,1721123881000
285,9,1716857515000,275,246.37,7,0.53,1721868007000
286,6,1715935960000,222,25.61,5,0.47,1718128646000
287,2,1719254708000,99,16.84,2,0.28,1718998209000
288,3,1718155544000,92,152.47,9,0.48,1720808416000
289,1,1720606449000,145,148.67,1,0.63,1717779193000
290,10,1718181830000,105,244.42,7,0.54,1721406523000
291,6,1721704914000,283,121.08,9,0.43,1717498225000
292,7,1714951484000,299,116.55,9,0.41,1719973245000
293,3,1718407358000,141,183.23,7,0.34,1719566378000
294,10,1721351357000,189,181.6,5,0.08,1722259099000
295,9,1721560318000,9,140.38,10,0.59,1721882136000
296,2,1718853033000,273,227.87,2,0.7,1720989047000
297,7,1716103593000,193,245.3,5,0.47,1720965751000
298,10,1716824453000,8,30.87,6,0.57,1721285075000
299,8,1721887774000,244,48.13,5,0.79,1718987267000
300,9,1721929489000,273,248.35,10,0.9,1721660612000
301,8,1716328253000,130,219.08,2,0.52,1720417827000
302,6,1718399774000,133,112.77,6,0.51,1721057939000
303,5,1720600522000,138,245.0,8,0.25,1722349345000
304,9,1721735086000,15,65.16,8,0.17,1720269784000
305,10,1719813121000,126,260.45,6,0.79,1717963606000
306,10,1720491614000,263,105.38,5,0.03,1717738550000
307,7,1715311560000,285,67.15,2,0.26,1722372332000
308,1,1716423663000,74,170.05,7,0.89,1718832734000
309,8,1715786782000,178,134.35,5,0.86,1720639096000
310,2,1717321931000,9,226.21,10,0.11,1722243500000
311,8,1718640376000,194,35.17,9,0.52,1720046001000
312,2,1714848148000,50,129.42,10,0.33,1719333146000
313,1,1718823420000,231,172.12,1,0.12,1718035198000
314,7,1718249998000,212,238.03,2,0.81,1718836652000
315,6,1715637933000,119,117.97,4,0.34,1717305876000
316,10,1720751091000,75,171.11,2,0.52,1718945784000
317,10,1714884213000,296,175.3,7,0.11,1720687642000
318,9,1716259631000,241,180.95,10,0.43,1721829108000
319,3,1715650733000,155,285.99,5,0.98,1719634378000
320,7,1721462819000,97,286.3,8,0.41,1720138573000
321,6,1715349990000,195,79.21,2,0.29,1722208076000
322,3,1716276759000,157,257.48,6,0.02,1722317847000
323,6,1718259218000,290,111.09,3,0.8,1718077958000
324,2,1716567751000,95,29.73,9,0.27,1720530636000
325,7,1714683548000,261,273.47,10,0.79,1717699308000
326,6,1717722192000,263,89.69,1,0.22,1719584904000
327,7,1714682033000,18,95.92,5,0.79,1719603171000
328,3,1717473275000,293,195.67,5,0.98,1721728620000
329,3,1720432849000,278,26.46,4,0.35,1719380678000
330,5,1715939585000,202,103.99,8,0.92,1720886900000
331,1,1717253858000,246,150.76,5,0.86,1719333391000
332,1,1719274725000,260,199.11,5,0.46,1721486012000
333,7,1715829549000,171,24.33,6,0.36,1717225614000
334,7,1721953600000,299,297.49,8,0.77,1718857949000
335,5,1718701221000,14,286.72,8,0.4,1720500350000
336,3,1719368595000,276,234.48,3,0.09,1721559103000
337,5,1720644008000,241,220.23,6,0.24,1718845418000
338,2,1715666292000,159,151.76,9,0.45,1719521506000
339,1,1715797622000,130,12.68,9,0.33,1720290148000
340,10,1721747066000,76,142.92,2,0.49,1718817769000
341,6,1715089039000,20,117.73,10,0.81,1718093514000
342,10,1720521948000,161,245.75,4,0.33,1720991214000
343,3,1719616041000,273,14.64,6,0.37,1720254017000
344,10,1714702420000,132,59.09,1,0.44,1717722601000
345,10,1718718481000,160,42.85,3,0.81,1719651622000
346,1,1715016448000,156,165.65,1,0.24,1720368488000
347,5,1720423613000,107,114.72,7,0.31,1717974505000
348,5,1722000464000,206,90.24,10,0.65,1720687465000
349,10,1715432155000,1,136.95,7,0.21,1719108484000
350,3,1719339052000,163,152.74,8,0.18,1721575783000
351,1,1716412393000,111,199.87,9,0.46,1718155602000
352,2,1715732328000,222,217.93,3,0.23,1722270453000
353,8,1720140263000,267,70.92,2,0.98,1718847125000
354,6,1715452050000,1,79.29,2,0.94,1717395894000
355,7,1719114095000,255,260.3,9,0.67,1719445565000
356,5,1714843013000,277,119.4,4,0.65,1720678315000
357,1,1719875580000,185,31.8,5,0.61,1721181914000
358,3,1714542736000,186,70.5,9,0.08,1718848326000
359,7,1714585348000,248,122.67,9,0.14,1717765967000
360,9,1719917983000,259,226.36,8,0.11,1721038055000
361,4,1721360787000,120,87.81,3,0.11,1717768831000
362,1,1721161373000,154,257.4,2,0.55,1721753618000
363,9,1717155002000,262,224.0,6,0.52,1717821095000
364,4,1714977248000,208,130.63,1,0.18,1720467567000
365,8,1718992243000,56,73.96,5,0.41,1718237245000
366,8,1715221263000,1,86.28,9,0.94,1722036282000
367,2,1718303776000,119,68.02,9,0.68,1717782176000
368,3,1715697469000,36,264.67,7,0.5,1718879850000
369,7,1714711798000,84,196.79,8,0.21,1719583622000
370,10,1716633526000,197,93.41,9,0.27,1722294207000
371,4,1714751351000,154,60.4,6,0.03,1719333864000
372,8,1715002301000,266,73.76,10,0.96,1717288883000
373,8,1717583157000,203,139.26,3,0.36,1719681808000
374,8,1720043161000,137,58.34,7,0.41,1718973784000
375,9,1721708072000,91,133.5,10,0.07,1719928174000
376,8,1719162818000,153,180.68,1,0.3,1720063686000
377,3,1719338324000,271,84.06,7,0.94,1721292716000
378,1,1714527388000,13,218.34,10,0.76,1719441786000
379,1,1716009174000,244,91.23,5,0.31,1718660597000
380,5,1715907475000,37,47.03,3,0.75,1719167339000
381,10,1717527591000,187,194.74,9,0.04,1718432115000
382,10,1721478444000,192,54.95,9,0.63,1719568856000
383,7,1717134737000,96,126.4,2,0.9,1720674443000
384,7,1722013987000,76,247.39,6,0.11,1719102370000
385,1,1715262912000,155,270.5,4,0.49,1718804054000
386,2,1714857236000,299,228.06,5,0.82,1720501614000
387,5,1715057224000,158,289.36,8,0.42,1719929895000
388,3,1715069697000,229,21.4,9,0.63,1718228049000
389,7,1719597829000,285,16.72,5,0.47,1720689177000
390,9,1718385252000,29,239.78,9,0.02,1717420238000
391,5,1721986749000,293,196.25,6,0.44,1718556520000
392,6,1715631220000,13,157.37,9,0.05,1720211515000
393,5,1718604353000,260,262.78,4,0.13,1717485272000
394,8,1721642075000,39,162.48,9,0.83,1721767392000
395,5,1717983897000,73,49.85,8,0.62,1717627444000
396,9,1718543798000,238,227.49,7,0.83,1719469877000
397,8,1715815501000,169,222.58,6,0.95,1721733009000
398,8,1720332452000,61,33.72,2,0.29,1720808591000
399,3,1721128598000,295,19.34,5,0.9,1721455526000
400,6,1718545464000,49,238.22,9,0.69,1721598357000
401,4,1715474230000,48,234.15,6,0.95,1717738681000
402,7,1719471967000,255,65.31,3,0.83,1718207848000
403,8,1719135935000,125,134.42,6,0.77,1717955073000
404,8,1719083655000,36,212.02,1,0.45,1720421458000
405,2,1721517319000,72,157.36,9,0.44,1721878455000
406,7,1717359144000,14,54.32,8,0.93,1717592310000
407,10,1715772563000,268,258.92,8,0.52,1719508288000
408,3,1720528592000,148,156.2,4,0.65,1721979486000
409,4,1722377217000,219,137.46,3,0.05,1720080676000
410,6,1722109004000,200,281.69,6,0.86,1717958865000
411,3,1716527278000,16,177.12,7,0.66,1717970796000
412,7,1721249414000,28,137.96,9,0.25,1717576632000
413,8,1717527843000,101,9.32,3,0.48,1717248005000
414,6,1717560218000,129,220.82,8,0.16,1720988808000
415,1,1717883983000,240,149.92,10,0.84,1722131183000
416,8,1714685125000,300,104.75,7,0.09,1720670095000
417,5,1720278826000,50,126.17,8,0.25,1720326190000
418,5,1715012744000,47,236.57,1,0.55,1721239841000
419,5,1719315776000,43,130.88,8,0.08,1718767042000
420,3,1715545374000,112,297.2,9,0.01,1718224329000
421,6,1719817165000,144,140.09,4,0.52,1718478509000
422,2,1720526810000,131,189.67,6,0.74,1719105400000
423,5,1721013384000,272,162.93,8,0.3,1719175450000
424,7,1720322313000,157,107.8,1,0.51,1722350591000
425,3,1716280904000,65,200.14,5,0.93,1719308152000
426,9,1717182740000,260,148.37,7,0.97,1718658946000
427,7,1714790033000,178,63.36,3,0.08,1719293176000
428,6,1720717076000,218,147.4,8,0.2,1720029041000
429,3,1715130328000,290,252.7,3,0.6,1719825287000
430,2,1716978139000,95,227.58,10,0.99,1718846154000
431,7,1719756316000,278,234.53,1,0.29,1721924761000
432,5,1717847090000,283,257.42,1,0.78,1717723604000
433,10,1720595538000,6,298.97,1,0.1,1721728600000
434,9,1716818670000,107,233.17,10,0.13,1721721115000
435,4,1717085891000,234,54.97,5,0.82,1719039378000
436,2,1720729277000,291,91.49,7,0.82,1718439335000
437,8,1721206974000,33,284.46,2,0.71,1720983944000
438,8,1722064552000,10,200.07,4,0.68,1719936845000
439,1,1715296723000,277,143.17,3,0.93,1718411268000
440,3,1716140197000,51,16.79,10,0.09,1722219764000
441,10,1715026923000,232,149.23,4,0.76,1719291712000
442,2,1721661757000,133,293.82,6,0.37,1721235697000
443,7,1720797045000,27,88.01,1,0.34,1719429057000
444,4,1721564891000,240,44.57,10,0.23,1721452241000
445,9,1720838856000,57,83.29,4,0.61,1718672115000
446,6,1717923779000,28,206.39,9,0.43,1717510000000
447,7,1714696813000,265,81.17,6,0.16,1719433223000
448,8,1718962578000,31,61.83,9,0.71,1721153782000
449,4,1719170363000,183,64.7,2,0.76,1718498683000
450,10,1717090666000,30,159.91,8,0.35,1720377962000
451,6,1716966617000,100,283.36,2,0.58,1722157588000
452,3,1716789101000,11,40.95,6,0.71,1718954891000
453,10,1716393484000,88,128.66,1,0.68,1721954399000
454,5,1717451882000,38,277.74,6,0.26,1721300128000
455,7,1719347364000,220,204.13,8,0.35,1721037767000
456,3,1715412866000,55,273.22,8,0.6,1719343900000
457,8,1718520462000,196,180.78,3,0.44,1718511010000
458,10,1719929928000,264,294.82,5,0.97,1721258523000
459,3,1715717404000,36,237.62,1,0.68,1721658357000
460,2,1717779877000,187,278.81,3,0.8,1721959206000
461,1,1717569820000,76,24.21,9,0.02,1721657688000
462,8,1720570325000,199,115.24,5,0.81,1719271292000
463,9,1715083000000,189,21.65,10,0.53,1720105187000
464,4,1718362415000,283,253.24,6,0.22,1721804478000
465,4,1720884007000,246,130.12,4,0.13,1722267034000
466,5,1715502489000,200,81.29,1,0.36,1722033933000
467,1,1719129061000,153,28.34,2,0.54,1720038467000
468,5,1717958646000,69,201.4,10,0.86,1719312762000
469,1,1719218285000,219,132.03,4,0.79,1720238155000
470,2,1718536213000,273,25.56,5,0.81,1717672862000
471,6,1717512296000,83,25.68,8,0.67,1720003324000
472,2,1718026192000,119,11.43,10,0.69,1721172032000
473,2,1717878056000,7,108.03,1,0.62,1722070357000
474,8,1716640745000,44,195.28,1,0.86,1718832169000
475,3,1715097772000,195,192.46,5,0.8,1721481193000
476,5,1722364630000,51,225.72,3,0.6,1721017050000
477,8,1715448292000,134,18.27,9,0.15,1719363320000
478,9,1721181376000,110,169.11,6,0.36,1722174202000
479,6,1719225675000,27,179.89,2,0.42,1718948291000
480,5,1719885222000,1,71.28,4,0.46,1721003476000
481,2,1716470865000,28,92.1,7,0.76,1717401454000
482,10,1718402069000,275,240.02,10,0.08,1717656073000
483,2,1719110909000,257,296.87,5,0.2,1722360765000
484,5,1716432312000,101,238.47,6,0.23,1722164980000
485,1,1720985304000,201,253.37,5,0.65,1722192248000
486,1,1720902355000,24,215.11,9,0.57,1721825874000
487,9,1717561714000,201,13.59,1,0.71,1719455695000
488,5,1720911466000,94,175.03,10,0.96,1721134510000
489,7,1718674987000,4,169.07,6,0.78,1718400259000
490,2,1722220248000,2,136.3,2,0.62,1718419389000
491,5,1718776360000,239,53.45,2,0.29,1719104267000
492,2,1720318277000,162,38.18,3,0.39,1721000608000
493,7,1716466944000,167,253.89,1,0.5,1721046938000
494,7,1715941607000,258,161.42,6,0.69,1721925487000
495,9,1720858203000,203,254.96,5,0.3,1719868950000
496,4,1719965463000,259,26.28,2,0.19,1720149546000
497,10,1719881403000,158,223.51,3,0.01,1722243114000
